actor_id,name,description,image url
90633,Gal Gadot,"Gal Gadot-Varsano (/阱酉l 阱酉dt/; Hebrew:   [阱al 阱adot]; born 30 April 1985) is an Israeli actress and model. She was born and raised in Israel. At age 18 she was crowned Miss Israel 2004. She then served two years in the Israel Defense Forces as a combat instructor. She began studying at IDC Herzliya college before pursuing modeling and acting.Gadot's first film role came as Gisele Yashar in The Fast and the Furious film franchise. She went on to achieve wide recognition for portraying Wonder Woman in the DC Extended Universe, starting with Batman v Superman: Dawn of Justice (2016), and then the solo film Wonder Woman and the ensemble Justice League (both 2017). In 2018, Gadot was included on Time's annual list of the 100 most influential people in the world.",http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Gal_Gadot_cropped_lighting_corrected_2b.jpg/220px-Gal_Gadot_cropped_lighting_corrected_2b.jpg
55636,Donald Sutherland,"Donald McNichol Sutherland, OC (born 17 July 1935) is a Canadian actor whose film career spans more than five decades.Sutherland rose to fame after starring in a series of successful films including The Dirty Dozen (1967), M*A*S*H (1970), Kelly's Heroes (1970), Klute (1971), Don't Look Now (1973), Fellini's Casanova (1976), 1900 (1976), Animal House (1978), Invasion of the Body Snatchers (1978), Ordinary People (1980) and Eye of the Needle (1981). He subsequently established himself as one of the most respected, prolific and versatile character actors of Canada.He later went on to star in many  successful films where he appeared either in leading or supporting roles such as A Dry White Season (1989), JFK (1991), Outbreak (1995), A Time to Kill (1996), Without Limits (1998), The Italian Job (2003), Cold Mountain (2003), Pride & Prejudice (2005), Aurora Borealis (2006) and The Hunger Games franchise (2012每2015).Sutherland has been nominated for eight Golden Globe Awards, winning two for his performances in the television films Citizen X (1995) and Path to War (2002); the former also brought him a Primetime Emmy Award. Inductee of Hollywood Walk of Fame and Canadian Walk of Fame, he also received a Canadian Academy Award for the drama film Threshold (1981). Several media outlets and movie critics describe him as one of the best actors who have never been nominated for an Oscar. In 2017, he received an Academy Honorary Award for his contributions to cinema.He is the father of actors Rossif Sutherland, Angus Sutherland and Kiefer Sutherland.",http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Donald_Sutherland_2014.jpg/220px-Donald_Sutherland_2014.jpg
1231,Julianne Moore,"Julianne Moore (born Julie Anne Smith; December 3, 1960) is an American actress, prolific in films since the early 1990s. She is particularly known for her portrayals of emotionally troubled women in both independent and Hollywood films, and has received many accolades, including the Academy Award for Best Actress.After studying theatre at Boston University, Moore began her career with a series of television roles. From 1985 to 1988, she was a regular in the soap opera As the World Turns, earning a Daytime Emmy for her performance. Her film debut was in Tales from the Darkside: The Movie (1990), and she continued to play small roles for the next four years每 including in the thriller The Hand That Rocks the Cradle (1992). Moore first received critical attention with Robert Altman's Short Cuts (1993), and successive performances in Vanya on 42nd Street (1994) and Safe (1995) continued this acclaim. Starring roles in the blockbusters Nine Months (1995) and The Lost World: Jurassic Park (1997) established her as a leading actress in Hollywood.Moore received considerable recognition in the late 1990s and early 2000s, earning Oscar nominations for Boogie Nights (1997), The End of the Affair (1999), Far from Heaven (2002) and The Hours (2002). In the first of these, she played a 1970s pornographic actress, while the  three featured her as an unhappy, mid-20th century housewife. She also had success with the films The Big Lebowski (1998), Magnolia (1999), Hannibal (2001), Children of Men (2006), A Single Man (2009), The Kids Are All Right (2010), and Crazy, Stupid, Love (2011), and won several awards for her portrayal of Sarah Palin in the television film Game Change (2012). The year 2014 was key for Moore, as she gave an Oscar-winning performance as an Alzheimer's patient in Still Alice, was named Best Actress at the Cannes Film Festival for Maps to the Stars, and joined the lucrative Hunger Games series.In addition to acting, Moore has written a series of children's books about a character named ""Freckleface Strawberry"". She is married to director Bart Freundlich, with whom she has two children.",http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Julianne_Moore_%2815011443428%29.jpg/220px-Julianne_Moore_%2815011443428%29.jpg
5292,Denzel Washington,"Denzel Hayes Washington Jr. (born December 28, 1954) is an American actor, director, and producer. He has received three Golden Globe awards, a Tony Award, and two Academy Awards: Best Supporting Actor for the historical war drama film Glory (1989) and Best Actor for his role as a corrupt cop in the crime thriller Training Day (2001).Washington has received much critical acclaim for his film work since the 1980s, including his portrayals of real-life figures such as South African anti-apartheid activist Steve Biko in Cry Freedom (1987), Muslim minister and human rights activist Malcolm X in Malcolm X (1992), boxer Rubin ""Hurricane"" Carter in The Hurricane (1999), football coach Herman Boone in Remember the Titans (2000), poet and educator Melvin B. Tolson in The Great Debaters (2007), and drug kingpin Frank Lucas in American Gangster (2007). He has been a featured actor in the films produced by Jerry Bruckheimer and has been a frequent collaborator of directors Spike Lee, Antoine Fuqua and Tony Scott. In 2016, Washington was selected as the recipient for the Cecil B. DeMille Lifetime Achievement Award at the 73rd Golden Globe Awards.In 2002, Washington made his directorial debut with the biographical film Antwone Fisher. His second directorial effort was The Great Debaters, released in 2007. Washington's third directorial effort, Fences, in which he also starred, was released on December 16, 2016, and was nominated for the Academy Award for Best Picture.",http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/The_Equalizer_07_%2815127104638%29.jpg/220px-The_Equalizer_07_%2815127104638%29.jpg
514,Jack Nicholson,"John Joseph ""Jack"" Nicholson (born April 22, 1937) is an American actor and filmmaker who has performed for more than 60 years. Nicholson is known for playing a wide range of starring or supporting roles, including satirical comedy, romance and dark portrayals of antiheroes and psychopathic characters. In many of his films, he has played the ""eternal outsider, the sardonic drifter""; someone who rebels against the social structure.His most known and celebrated films include the road drama Easy Rider (1969), the dramas Five Easy Pieces (1970) and One Flew Over the Cuckoo's Nest (1975), the comedy-dramas The Last Detail (1973), Terms of Endearment (1983), As Good as It Gets (1997), About Schmidt (2002) and The Bucket List (2007), the neo-noir mystery Chinatown (1974), the horror film The Shining (1980), the biopic Reds (1981), fantasy comedy The Witches of Eastwick (1987), the superhero film Batman (1989) as the Joker, legal drama A Few Good Men (1992), the romantic horror film Wolf (1994), the science fiction comedy Mars Attacks! (1996), the comedy Anger Management, the romantic comedy Something's Gotta Give (both 2003), and the crime drama The Departed (2006). Nicholson has not acted in a film since How Do You Know in 2010, but does not consider himself to be retired. He has also directed three films, including The Two Jakes (1990), the sequel to Chinatown.Nicholson's 12 Academy Award nominations make him the most nominated male actor in the Academy's history. Nicholson has won the Academy Award for Best Actor twice, one for the drama One Flew Over the Cuckoo's Nest (1975) and the  for the romantic comedy As Good as It Gets (1997). He also won the Academy Award for Best Supporting Actor for the comedy-drama Terms of Endearment (1983). Nicholson is one of three male actors to win three Academy Awards. Nicholson is one of only two actors to be nominated for an Academy Award for acting in every decade from the 1960s to the 2000s; the  is Michael Caine. He has won six Golden Globe Awards, and received the Kennedy Center Honor in 2001. In 1994, at 57, he became one of the youngest actors to be awarded the American Film Institute's Life Achievement Award.",http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Jack_Nicholson_2002.jpg/220px-Jack_Nicholson_2002.jpg
51990,T.J. Miller,"Todd Joseph Miller (born June 4, 1981) is an American actor, stand-up comedian, producer, and writer.From 2014 to 2017, he starred as Erlich Bachman in the HBO sitcom Silicon Valley. Miller also has had starring roles in films such as Yogi Bear, Cloverfield, She's Out of My League, Big Hero 6, Deadpool, Office Christmas Party, The Emoji Movie, and Ready Player One.",http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/T._J._Miller_by_Gage_Skidmore.jpg/220px-T._J._Miller_by_Gage_Skidmore.jpg
134,Jamie Foxx,"Eric Marlon Bishop (born December 13, 1967), better known by his stage name Jamie Foxx, is an American actor, musician, singer, songwriter, producer and comedian. He won an Academy Award for Best Actor, BAFTA Award for Best Actor in a Leading Role, and a Golden Globe Award for Best Actor 每 Motion Picture Musical or Comedy, for his portrayal of Ray Charles in the 2004 biographical film Ray. That same year, he was nominated for the Academy Award for Best Supporting Actor for his role in the crime film Collateral. As of spring 2017, Foxx serves as host and executive producer of the new Fox game show Beat Shazam. acting roles include Staff Sergeant Sykes in Jarhead (2005), record executive Curtis Taylor, Jr. in Dreamgirls (2006), Detective Ricardo Tubbs in the 2006 film adaptation of TV series Miami Vice, the title role in the film Django Unchained (2012), the supervillain Electro in The Amazing Spider-Man 2 (2014), and gangster Bats / Leon Jefferson III in Baby Driver (2017). Foxx also starred in the sketch comedy show In Living Color and his own television show from 1996 to 2001, the sitcom The Jamie Foxx Show, in which he played Jamie King, Jr. Foxx also starred in the 2014 film Annie, in which he played Will Stacks.Foxx is also a Grammy Award-winning musician, producing four albums which have charted in the top ten of the US Billboard 200: Unpredictable (2005), which topped the chart, Intuition (2008), Best Night of My Life (2010), and Hollywood: A Story of a Dozen Roses (2015).",http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Jamie_Foxx_by_Gage_Skidmore.jpg/220px-Jamie_Foxx_by_Gage_Skidmore.jpg
4173,Anthony Hopkins,"Sir Philip Anthony Hopkins CBE (born 31 December 1937) is a Welsh film, stage, and television actor. After graduating from the Royal Welsh College of Music & Drama in 1957, he trained at the Royal Academy of Dramatic Art in London, and was then spotted by Laurence Olivier who invited him to join the Royal National Theatre. In 1968, he got his break in film in The Lion in Winter, playing Richard the Lionheart. In the mid 1970s, Richard Attenborough, who would direct five Hopkins films, called him ""the greatest actor of his generation.""Considered to be one of the greatest living actors, Hopkins is well known for his portrayal of Hannibal Lecter in The Silence of the Lambs, for which he won the Academy Award for Best Actor, its sequel Hannibal, and the prequel Red Dragon.  notable films include The Mask of Zorro, The Bounty, Meet Joe Black, The Elephant Man, Magic, 84 Charing Cross Road, Bram Stoker's Dracula, Legends of the Fall, Thor and its sequels, The Remains of the Day, Amistad, Nixon, The World's Fastest Indian, Instinct and Fracture. In 2015 he starred in the BBC television film The Dresser, and since 2016, he has starred in the critically acclaimed HBO television series Westworld.Along with his Academy Award, Hopkins has won three BAFTA Awards, two Emmys, and the Cecil B. DeMille Award. In 1993, he was knighted by Queen Elizabeth II for services to the arts. Hopkins received a star on the Hollywood Walk of Fame in 2003, and in 2008 he received the BAFTA Fellowship for lifetime achievement from the British Academy of Film and Television Arts.",http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/AnthonyHopkins10TIFF.jpg/220px-AnthonyHopkins10TIFF.jpg
1037,Harvey Keitel,"Harvey Keitel (/katl/ ky-TEL; born May 13, 1939) is an American actor and producer. An Oscar and Golden Globe Award nominee, he has appeared in films such as Theo Angelopoulos' Ulysses' Gaze, Martin Scorsese's Mean Streets, Taxi Driver and The Last Temptation of Christ; Ridley Scott's The Duellists and Thelma & Louise; Peter Yates' M, Jugs & Speed; Quentin Tarantino's Reservoir Dogs and Pulp Fiction; Jane Campion's The Piano; Abel Ferrara's Bad Lieutenant; Robert Rodriguez's From Dusk till Dawn; James Mangold's Cop Land; Wes Anderson's Moonrise Kingdom, The Grand Budapest Hotel and Isle of Dogs; and Paolo Sorrentino's Youth. Along with actors Al Pacino and Ellen Burstyn, he is the current co-president of the Actors Studio.",http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Harvey_Keitel_VF_2012_Shankbone.JPG/220px-Harvey_Keitel_VF_2012_Shankbone.JPG
1229,Jeff Bridges,"Jeffrey Leon Bridges (born December 4, 1949) is an American actor, singer, and producer. He comes from a prominent acting family and appeared on the television series Sea Hunt (1958每60) with his father Lloyd Bridges and br Beau Bridges. He won the Academy Award for Best Actor for the 2009 film Crazy Heart and earned Academy Award nominations for his roles in six  films.",http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Jeff_Bridges_by_Gage_Skidmore_3.jpg/220px-Jeff_Bridges_by_Gage_Skidmore_3.jpg
6856,Kurt Russell,"Kurt Vogel Russell (born March 17, 1951) is an American actor. He began acting on television in the western series The Travels of Jaimie McPheeters (1963每1964). In the late 1960s, he signed a ten-year contract with The Walt Disney Company where, according to Robert Osborne, he became the studio's top star of the 1970s.Russell was nominated for a Golden Globe Award for Best Supporting Actor 每 Motion Picture for his performance in Silkwood (1983). In the 1980s, he starred in several films directed by John Carpenter, including anti-hero roles such as army hero-turned-robber Snake Plissken in the futuristic action film Escape from New York (1981), and its sequel Escape from L.A. (1996), Antarctic helicopter pilot R.J. MacReady in the remake of the horror film The Thing (1982), and truck driver Jack Burton in the dark kung-fu comedy action film Big Trouble in Little China (1986), all of which have since become cult films. He was nominated for an Emmy Award for the television film Elvis (1979), also directed by Carpenter.Russell starred in  films, including Overboard (1987), Tombstone (1993), Stargate (1994), Death Proof (2007), The Hateful Eight (2015) and Guardians of the Galaxy Vol. 2 (2017). He joined The Fast and the Furious franchise in 2015, having starred in Furious 7 and The Fate of the Furious.",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Kurt_Russell_by_Gage_Skidmore.jpg/220px-Kurt_Russell_by_Gage_Skidmore.jpg
2461,Mel Gibson,"Mel Colmcille Gerard Gibson AO (born January 3, 1956) is an American/Australian actor and filmmaker. He is best known for his action hero roles, namely his breakout role as Max Rockatansky in the first three films in the Mad Max post-apocalyptic action series, and as Martin Riggs in the Lethal Weapon buddy cop film series.Gibson was born in Peekskill, New York. He moved with his parents to Sydney, Australia, when he was 12 years old, and studied acting at the National Institute of Dramatic Art. During the 1980s, he founded Icon Entertainment, a production company which independent film director Atom Egoyan has called ""an alternative to the studio system"". Director Peter Weir cast him as one of the leads in the critically acclaimed World War I drama Gallipoli (1981), which earned Gibson a Best Actor Award from the Australian Film Institute, as well as a reputation as a serious, versatile actor.Gibson produced, directed, and starred in the epic historical drama film Braveheart (1995), for which he won the Golden Globe Award and Academy Award for Best Director, along with the Academy Award for Best Picture. He later directed and produced the financially successful, and controversial, biblical drama film The Passion of the Christ (2004). He received further critical notice for his directorial work of the action-adventure film Apocalypto (2006), which is set in Mesoamerica during the early 16th century. After a 10-year hiatus from directing, Gibson returned with the critically acclaimed Hacksaw Ridge (2016), which won two Academy Awards and was nominated for an four, including Best Picture and Best Director for Gibson, his second nomination in the category.",http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Mel_Gibson_Cannes_2016_3.jpg/220px-Mel_Gibson_Cannes_2016_3.jpg
4690,Christopher Walken,"Christopher Walken (born Ronald Walken, March 31, 1943) is an American actor of screen and stage who has appeared in more than 100 films and television shows, including Annie Hall (1977), The Deer Hunter (1978), The Dogs of War (1980), The Dead Zone (1983), A View to a Kill (1985), Batman Returns (1992), True Romance (1993), Pulp Fiction (1994), Antz (1998), Sleepy Hollow (1999), Catch Me If You Can (2002), Hairspray (2007), Seven Psychopaths (2012), the first three Prophecy films, The Jungle Book (2016), as well as music videos by many popular recording artists. Walken has received a number of awards and nominations during his career, including winning the Academy Award for Best Supporting Actor for his portrayal of Nikanor ""Nick"" Chebotarevich in The Deer Hunter. He was nominated for the same award and won BAFTA and Screen Actors Guild Awards for his performance as Frank Abagnale Sr. in Catch Me If You Can.Walken's films have grossed more than $1 billion in the United States. He has also played the lead in the Shakespeare plays Hamlet, Macbeth, Romeo and Juliet and Coriolanus. He is a popular guest-host of Saturday Night Live, having hosted seven times. His most notable roles on the show include record producer Bruce Dickinson in the ""More Cowbell"" sketch, the double-entendre-named, disgraced Confederate officer Colonel Angus and, in multiple appearances, The Continental.Walken debuted as a film director and scriptwriter with the short film Popcorn Shrimp in 2001. He also wrote and acted the main role in a play about his idol Elvis Presley, titled Him, in 1995.",http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/ChristopherWalkenFeb08.jpg/220px-ChristopherWalkenFeb08.jpg
5469,Ralph Fiennes,"Ralph Nathaniel Twisleton-Wykeham-Fiennes (/ref fanz/; born 22 December 1962) is an English actor, director and producer. A Shakespeare interpreter, he first achieved success onstage at the Royal National Theatre.Fiennes' portrayal of Nazi war criminal Amon Gth in Schindler's List (1993) earned him nominations for the Academy Award for Best Supporting Actor and the Golden Globe Award for Best Supporting Actor, and he won the BAFTA Award for Best Actor in a Supporting Role. His performance as Count Alm芍sy in The English Patient (1996) garnered him a second Academy Award nomination, for Best Actor, as well as BAFTA and Golden Globe nominations.Since then, Fiennes has been in a number of notable films, including Quiz Show (1994), Strange Days (1995), The End of the Affair (1999), Red Dragon (2002), The Constant Gardener (2005), In Bruges (2008), The Reader (2008), Clash of the Titans (2010), Great Expectations (2012) and The Grand Budapest Hotel (2014). He voiced Rameses in The Prince of Egypt (1998) and Alfred Pennyworth in The Lego Batman Movie (2017). Fiennes is also known for his roles in major film franchises such as the Harry Potter film series (2005每2011), in which he played the villainous Lord Voldemort, and the James Bond series, in which he has played Gareth Mallory / M, starting with the 2012 film Skyfall.In 2011, Fiennes made his directorial debut with his film adaptation of Shakespeare's tragedy Coriolanus, in which he also played the title character. Fiennes won a Tony Award for playing Prince Hamlet on Broadway. Since 1999, Fiennes has served as an ambassador for UNICEF UK. One of the highest profile actors in contemporary British popular culture, Fiennes appeared on Debrett's 2017 list of the most influential people in the UK.",http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Ralph_Fiennes_2013.jpg/220px-Ralph_Fiennes_2013.jpg
193,Gene Hackman,"Eugene Allen Hackman (born January 30, 1930) is a retired American actor and novelist. In a career that spanned nearly five decades, Hackman was nominated for five Academy Awards, winning Best Actor in The French Connection and Best Supporting Actor in Unforgiven. He won three Golden Globes and two BAFTAs.He first came to fame in 1967 with his performance as Buck Barrow in Bonnie and Clyde, when he received his first Academy Award nomination for Best Supporting Actor. His major subsequent films include: I Never Sang for My Father (1970), when he received his second Best Supporting Actor nomination; The French Connection (1971) and French Connection II (1975), when he played Jimmy ""Popeye"" Doyle; The Poseidon Adventure (1972); The Conversation (1974); Superman: The Movie (1978), when he played arch-villain Lex Luthor; Hoosiers (1986); and Mississippi Burning (1988), when he received his second Best Actor nomination.His film roles during the 1990s featured: Unforgiven (1992); The Firm (1993); The Quick and the Dead; Crimson Tide (1995); Get Shorty (1995); The Birdcage (1996); and Enemy of the State (1998) Later roles included: Behind Enemy Lines (2001); and The Royal Tenenbaums (2001). Hackman's final film appearance to date was the romantic comedy film Welcome to Mooseport in 2004, co-starring comedian Ray Romano.",http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/GeneHackmanJun2108.jpg/220px-GeneHackmanJun2108.jpg
103,Mark Ruffalo,"Mark Alan Ruffalo (/rflo/; born November 22, 1967) is an American actor, filmmaker, and social activist. He made his screen debut in an episode of CBS Summer Playhouse (1989), followed by minor film roles. He was part of the original cast of This Is Our Youth (1996), for which he was nominated for an Independent Spirit Award. Following were his roles in 13 Going on 30 (2004), Eternal Sunshine of the Spotless Mind (2004), Zodiac (2007), and What Doesn't Kill You (2008). In 2010, he starred in the psychological thriller Shutter Island and the comedy-drama The Kids Are All Right. For the latter, he received nominations for the SAG Award, BAFTA Award, and an Academy Award for Best Supporting Actor. He also co-starred in the mystery films Now You See Me and Now You See Me 2 as FBI Special Agent Dylan Rhodes.Ruffalo gained international prominence by portraying the Marvel Comics character Hulk in the Marvel Cinematic Universe (replacing Edward Norton, who headlined The Incredible Hulk, released in 2008), beginning with The Avengers (2012) and later reprising the role in Iron Man 3 (2013), Avengers: Age of Ultron (2015), Thor: Ragnarok (2017), Avengers: Infinity War (2018) and its untitled sequel (2019). He starred in and was the co-executive producer of the 2014 television drama film The Normal Heart, for which he was nominated for the Primetime Emmy Award for Outstanding Television Movie and he won the Screen Actors Guild Award for Best Actor in a TV Movie. The same year, he portrayed Dave Schultz in Foxcatcher, for which he was nominated for awards, including a Golden Globe, and an Academy Award for Best Supporting Actor. In 2015, he was nominated for the Golden Globe Award for Best Actor 每 Motion Picture Musical or Comedy for Infinitely Polar Bear and also received BAFTA and Academy Award nominations for his role in the drama Spotlight.",http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Mark_Ruffalo_in_2017_by_Gage_Skidmore.jpg/220px-Mark_Ruffalo_in_2017_by_Gage_Skidmore.jpg
65731,Sam Worthington,"Samuel Henry John Worthington (born 2 August 1976) is an Australian actor. He portrayed Jake Sully in the 2009 film Avatar, Marcus Wright in Terminator Salvation, and Perseus in Clash of the Titans as well as its sequel Wrath of the Titans before transitioning to more dramatic roles in Everest (2015), Hacksaw Ridge (2016), The Shack, and Manhunt: Unabomber (both in 2017). He also played the main character role of Captain Alex Mason in the Call of Duty: Black Ops video game series.In 2004, Worthington received Australia's highest film award for his lead role in Somersault. He performed predominantly in leading roles in a variety of low-budget films before moving to major studio films, ranging from romantic drama and comedy-drama to science fiction and action.",http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Sam_Worthington_4%2C_2013.jpg/220px-Sam_Worthington_4%2C_2013.jpg
738,Sean Connery,"Sir Thomas Sean Connery (born 25 August 1930) is a retired Scottish actor and producer who has won an Academy Award, two BAFTA Awards (one of them being a BAFTA Academy Fellowship Award) and three Golden Globes (including the Cecil B. DeMille Award and a Henrietta Award).Connery was the first actor to portray the character James Bond in film, starring in seven Bond films between 1962 and 1983. In 1988, Connery won the Academy Award for Best Supporting Actor for his role in The Untouchables. His film career also includes such films as Marnie, The Name of the Rose, The League of Extraordinary Gentlemen, Indiana Jones and the Last Crusade, The Hunt for Red October, Finding Forrester, Highlander, Murder on the Orient Express, Dragonheart, and The Rock.Connery has been polled as ""The Greatest Living Scot"" and ""Scotland's Greatest Living National Treasure"". In 1989, he was proclaimed ""Sexiest Man Alive"" by People magazine, and in 1999, he was voted ""Sexiest Man of the Century"". Connery was knighted in the 2000 New Year Honours for services to Film Drama.",http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/SeanConneryJune08.jpg/220px-SeanConneryJune08.jpg
72129,Jennifer Lawrence,"Jennifer Shrader Lawrence (born August 15, 1990) is an American actress. Her films have grossed over $5.5billion worldwide, and she was the highest-paid actress in the world in 2015 and 2016. She appeared in Time's 100 most influential people in the world in 2013 and in the Forbes Celebrity 100 in 2014 and 2016.During her childhood, Lawrence performed in church plays and school musicals. At age 14, Lawrence was in New York City when a talent scout spotted her. She then moved to Los Angeles and began her acting career by playing guest roles in television shows. Her first major role came as a main cast member on the sitcom The Bill Engvall Show (2007每2009). Lawrence made her film debut in a supporting role in Garden Party (2008), and had her breakthrough playing a poverty-stricken teenager in the independent drama Winter's Bone (2010). She achieved wider recognition for starring as the mutant Mystique in X-Men: First Class (2011), a role she reprised in later installments of the series.Lawrence's fame continued to grow with her starring role as Katniss Everdeen in the Hunger Games film series (2012每2015), which established her as the highest-grossing action heroine of all time. She went on to earn various accolades for her collaborations with director David O. Russell. Her performance as a depressed and bipolar widow in the romance film Silver Linings Playbook (2012) earned her an Academy Award for Best Actress, making her the second-youngest winner of the award. Lawrence subsequently won a BAFTA Award for Best Actress in a Supporting Role for playing a troubled wife in the black comedy American Hustle (2013). She also received Golden Globe Awards for her roles in both of these films and for her performance as Joy Mangano in the biopic Joy (2015).Lawrence is known in the media as an advocate for feminism and gender equality. She is the founder of the Jennifer Lawrence Foundation, through which she supports various charitable organizations.",http://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Jennifer_Lawrence_SDCC_2015_X-Men.jpg/220px-Jennifer_Lawrence_SDCC_2015_X-Men.jpg
5064,Meryl Streep,"Mary Louise ""Meryl"" Streep (born June 22, 1949) is an American actress. Cited in the media as the ""best actress of her generation"", Streep is particularly known for her versatility and accent adaptation. Nominated for a record 21 Academy Awards, she has won three. Streep has also received 32 Golden Globe nominations, winning eight〞more nominations and competitive wins than any  performer.Streep made her stage debut in Trelawny of the Wells in 1975. In 1976, she received a Tony Award nomination for Best Featured Actress in a Play for 27 Wagons Full of Cotton. In 1977, she made her screen debut in the television film The Deadliest Season, and also made her film debut in Julia. In 1978, she won an Emmy Award for her role in the mini-series Holocaust, and received her first Academy Award nomination for The Deer Hunter. Streep went on to win Best Supporting Actress for Kramer vs. Kramer (1979), and Best Actress for Sophie's Choice (1982) and The Iron Lady (2011).Streep's  Oscar-nominated roles were in The French Lieutenant's Woman (1981), Silkwood (1983), Out of Africa (1985), Ironweed (1987), Evil Angels (1988), Postcards from the Edge (1990), The Bridges of Madison County (1995), One True Thing (1998), Music of the Heart (1999), Adaptation (2002), The Devil Wears Prada (2006), Doubt (2008), Julie & Julia (2009), August: Osage County (2013), Into the Woods (2014), Florence Foster Jenkins (2016), and The Post (2017). She returned to the stage for the first time in over 20 years in The Public Theater's 2001 revival of The Seagull, and won a second Emmy Award and a Golden Globe in 2004 for the HBO mini-series Angels in America (2003).Streep was awarded the AFI Life Achievement Award in 2004, Gala Tribute from the Film Society of Lincoln Center in 2008, and Kennedy Center Honor in 2011 for her contribution to American culture through performing arts. President Barack Obama awarded her the 2010 National Medal of Arts, and in 2014, the Presidential Medal of Freedom. In 2003, the government of France made her a Commander of the Order of Arts and Letters. She was awarded the Golden Globe Cecil B. DeMille Award in 2017.",http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Meryl_Streep_at_the_Tokyo_International_Film_Festival_2016_%2832802149674%29_%28cropped%29.jpg/220px-Meryl_Streep_at_the_Tokyo_International_Film_Festival_2016_%2832802149674%29_%28cropped%29.jpg
10980,Daniel Radcliffe,"Daniel Jacob Radcliffe (born 23 July 1989) is an English actor best known for his role as Harry Potter in the film series of the same name. He made his acting debut at 10 years of age in BBC One's 1999 television film David Copperfield, followed by his cinematic debut in 2001's The Tailor of Panama. At age 11, he was cast as Harry Potter in the first Harry Potter film, and starred in the series for 10 years until the release of the eighth and final film in 2011.Radcliffe began to branch out to stage acting in 2007, starring in the London and New York productions of Equus, and in the 2011 Broadway revival of the musical How to Succeed in Business Without Really Trying. His recent films include the horror film The Woman in Black (2012), playing beat poet Allen Ginsberg in the independent film Kill Your Darlings (2013), science fiction fantasy Victor Frankenstein (2015) and comedy-drama Swiss Army Man, heist thriller film Now You See Me 2 and thriller Imperium (all 2016).He has contributed to many charities, including Demelza Hospice Care for Children, and The Trevor Project for suicide prevention among LGBTQ youth, which gave him its Hero Award in 2011.",http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Daniel_Radcliffe_%2819740428165%29.jpg/220px-Daniel_Radcliffe_%2819740428165%29.jpg
3087,Robert Duvall,"Robert Selden Duvall (/duvl/; born January 5, 1931) is an American actor and filmmaker. He has been nominated for seven Academy Awards (winning for his performance in Tender Mercies), seven Golden Globes (winning four), and has multiple nominations and one win each of the BAFTA, Screen Actors Guild Award, and Emmy Award. He received the National Medal of Arts in 2005. Duvall has starred in numerous films and television series, including To Kill a Mockingbird (1962), The Twilight Zone (1963), The Outer Limits (1964), Bullitt (1968), True Grit (1969), MASH (1970), THX 1138 (1971), Joe Kidd (1972), The Godfather (1972), The Godfather Part II (1974), The Conversation (1974), Network (1976), Apocalypse Now (1979), The Great Santini (1979), The Natural (1984), Lonesome Dove (1989), The Handmaid's Tale (1990), Days of Thunder (1990), Rambling Rose (1991), and Falling Down (1993).Duvall began appearing in theatre during the late 1950s, moving into television and film roles during the early 1960s, playing Boo Radley in To Kill a Mockingbird (1962) and appearing in Captain Newman, M.D. (1963). (1970) and the lead role in THX 1138 (1971), as well as Horton Foote's adaptation of William Faulkner's Tomorrow (1972), which was developed at The Actors Studio and is Duvall's personal favorite. This was followed by a series of critically lauded performances in commercially successful films.Since then, Duvall has continued to act in both film and television with such productions as Tender Mercies (1983), The Natural (1984), Colors (1988), the television miniseries Lonesome Dove (1989), Stalin (1992), The Man Who Captured Eichmann (1996), Phenomenon (1996), A Family Thing (1996), The Apostle (1997), A Civil Action (1998), Deep Impact (1998), Gone in 60 Seconds (2000), Open Range (2003), Gods and Generals (2003), Secondhand Lions (2003), Broken Trail (2006), Get Low (2010), Jack Reacher (2012), A Night in Old Mexico (2014), The Judge (2014), and Wild Horses (2015).",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Robert_Duvall_by_David_Shankbone.jpg/220px-Robert_Duvall_by_David_Shankbone.jpg
